"Campaign name",Age,Gender,Day,Reach,Impressions,Frequency,"Amount spent (USD)","Attribution setting","Clicks (all)","CTR (all)","Reporting starts","Reporting ends"
Cubbys,25-34,unknown,2026-07-10,2,2,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
Cubbys,18-24,unknown,2026-07-10,3,3,1,0,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
Cubbys,45-54,female,2026-07-10,104,207,1.99038462,0.39,"7-day click or 1-day view",6,2.89855072,2026-07-10,2026-07-10
Cubbys,45-54,male,2026-07-10,102,124,1.21568627,0.43,"7-day click or 1-day view",2,1.61290323,2026-07-10,2026-07-10
Cubbys,18-24,female,2026-07-10,26,55,2.11538462,0.05,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
Cubbys,35-44,male,2026-07-10,103,152,1.47572816,0.4,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
Cubbys,35-44,female,2026-07-10,116,259,2.23275862,0.34,"7-day click or 1-day view",2,0.77220077,2026-07-10,2026-07-10
Cubbys,65+,female,2026-07-10,575,1346,2.34086957,2.35,"7-day click or 1-day view",27,2.00594354,2026-07-10,2026-07-10
Cubbys,25-34,female,2026-07-10,69,113,1.63768116,0.1,"7-day click or 1-day view",1,0.88495575,2026-07-10,2026-07-10
Cubbys,65+,male,2026-07-10,256,434,1.6953125,1.58,"7-day click or 1-day view",11,2.53456221,2026-07-10,2026-07-10
Cubbys,55-64,male,2026-07-10,147,215,1.46258503,0.61,"7-day click or 1-day view",6,2.79069767,2026-07-10,2026-07-10
Cubbys,55-64,female,2026-07-10,142,281,1.97887324,0.35,"7-day click or 1-day view",5,1.77935943,2026-07-10,2026-07-10
Cubbys,25-34,male,2026-07-10,102,182,1.78431373,0.29,"7-day click or 1-day view",2,1.0989011,2026-07-10,2026-07-10
Cubbys,18-24,male,2026-07-10,46,148,3.2173913,0.09,"7-day click or 1-day view",1,0.67567568,2026-07-10,2026-07-10
"No Name Nutrition",18-24,male,2026-07-10,5,5,1,0.03,"7-day click or 1-day view",1,20,2026-07-10,2026-07-10
"No Name Nutrition",45-54,unknown,2026-07-10,5,5,1,0.04,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"No Name Nutrition",55-64,unknown,2026-07-10,5,5,1,0.04,"7-day click or 1-day view",1,20,2026-07-10,2026-07-10
"Cubby's Bennington",35-44,female,2026-07-10,123,132,1.07317073,0.74,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",18-24,unknown,2026-07-10,5,6,1.2,0.03,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",65+,unknown,2026-07-10,5,5,1,0.03,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",18-24,unknown,2026-07-10,2,2,1,0.03,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",45-54,unknown,2026-07-10,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",55-64,unknown,2026-07-10,6,7,1.16666667,0.05,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",35-44,unknown,2026-07-10,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",25-34,unknown,2026-07-10,6,6,1,0.05,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",65+,unknown,2026-07-10,5,5,1,0.04,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",25-34,female,2026-07-10,75,85,1.13333333,0.58,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",35-44,male,2026-07-10,219,238,1.08675799,1.35,"7-day click or 1-day view",4,1.68067227,2026-07-10,2026-07-10
"Cubby's Bennington",18-24,male,2026-07-10,28,31,1.10714286,0.21,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Cubby's Bennington",45-54,female,2026-07-10,156,172,1.1025641,1.2,"7-day click or 1-day view",7,4.06976744,2026-07-10,2026-07-10
"Square Donut",65+,female,2026-07-10,604,649,1.07450331,4.86,"7-day click or 1-day view",37,5.70107858,2026-07-10,2026-07-10
"Cubby's Bennington",55-64,male,2026-07-10,334,405,1.21257485,3.45,"7-day click or 1-day view",17,4.19753086,2026-07-10,2026-07-10
"Cubby's Bennington",25-34,male,2026-07-10,187,205,1.09625668,1.11,"7-day click or 1-day view",7,3.41463415,2026-07-10,2026-07-10
"Cubby's Bennington",45-54,male,2026-07-10,247,280,1.13360324,1.59,"7-day click or 1-day view",8,2.85714286,2026-07-10,2026-07-10
"Cubby's Bennington",65+,male,2026-07-10,531,666,1.25423729,6.54,"7-day click or 1-day view",13,1.95195195,2026-07-10,2026-07-10
"Cubby's Bennington",55-64,female,2026-07-10,219,254,1.15981735,2.03,"7-day click or 1-day view",7,2.75590551,2026-07-10,2026-07-10
"Cubby's Bennington",65+,female,2026-07-10,561,672,1.19786096,7.94,"7-day click or 1-day view",34,5.05952381,2026-07-10,2026-07-10
"Cubby's Bennington",18-24,female,2026-07-10,13,16,1.23076923,0.1,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Three River Health Department - Cancer",55-64,female,2026-07-10,203,258,1.27093596,3.17,"7-day click or 1-day view",13,5.03875969,2026-07-10,2026-07-10
"Three River Health Department - Cancer",35-44,female,2026-07-10,259,367,1.41698842,3.14,"7-day click or 1-day view",8,2.17983651,2026-07-10,2026-07-10
"Three River Health Department - Cancer",35-44,male,2026-07-10,177,255,1.44067797,1.65,"7-day click or 1-day view",3,1.17647059,2026-07-10,2026-07-10
"Three River Health Department - Cancer",45-54,unknown,2026-07-10,3,3,1,0.04,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",35-44,male,2026-07-10,119,126,1.05882353,0.74,"7-day click or 1-day view",4,3.17460317,2026-07-10,2026-07-10
"Square Donut",65+,male,2026-07-10,261,279,1.06896552,2,"7-day click or 1-day view",7,2.50896057,2026-07-10,2026-07-10
"Three River Health Department - Cancer",65+,female,2026-07-10,403,503,1.24813896,5.79,"7-day click or 1-day view",21,4.1749503,2026-07-10,2026-07-10
"Great Plains State Bank",55-64,male,2026-07-10,48,140,2.91666667,1.21,"7-day click or 1-day view",2,1.42857143,2026-07-10,2026-07-10
"Great Plains State Bank",55-64,unknown,2026-07-10,1,2,2,0.04,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Great Plains State Bank",45-54,unknown,2026-07-10,1,3,3,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Great Plains State Bank",45-54,male,2026-07-10,42,98,2.33333333,0.84,"7-day click or 1-day view",1,1.02040816,2026-07-10,2026-07-10
"Great Plains State Bank",18-24,male,2026-07-10,29,85,2.93103448,0.63,"7-day click or 1-day view",1,1.17647059,2026-07-10,2026-07-10
"Great Plains State Bank",45-54,female,2026-07-10,49,89,1.81632653,0.47,"7-day click or 1-day view",2,2.24719101,2026-07-10,2026-07-10
"Great Plains State Bank",65+,female,2026-07-10,93,272,2.92473118,4.42,"7-day click or 1-day view",10,3.67647059,2026-07-10,2026-07-10
"Great Plains State Bank",55-64,female,2026-07-10,51,135,2.64705882,0.83,"7-day click or 1-day view",2,1.48148148,2026-07-10,2026-07-10
"Great Plains State Bank",25-34,female,2026-07-10,65,183,2.81538462,1.19,"7-day click or 1-day view",1,0.54644809,2026-07-10,2026-07-10
"Great Plains State Bank",18-24,female,2026-07-10,27,55,2.03703704,0.43,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Great Plains State Bank",25-34,male,2026-07-10,62,324,5.22580645,1.32,"7-day click or 1-day view",4,1.2345679,2026-07-10,2026-07-10
"Great Plains State Bank",35-44,female,2026-07-10,46,102,2.2173913,0.61,"7-day click or 1-day view",2,1.96078431,2026-07-10,2026-07-10
"Great Plains State Bank",35-44,male,2026-07-10,55,160,2.90909091,1.11,"7-day click or 1-day view",2,1.25,2026-07-10,2026-07-10
"Square Donut",25-34,female,2026-07-10,212,238,1.12264151,1.58,"7-day click or 1-day view",6,2.5210084,2026-07-10,2026-07-10
"Great Plains State Bank",65+,male,2026-07-10,54,198,3.66666667,3.78,"7-day click or 1-day view",3,1.51515152,2026-07-10,2026-07-10
"Square Donut",25-34,unknown,2026-07-10,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",55-64,unknown,2026-07-10,6,6,1,0.05,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",35-44,unknown,2026-07-10,3,3,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Square Donut",35-44,female,2026-07-10,157,163,1.03821656,0.84,"7-day click or 1-day view",10,6.13496933,2026-07-10,2026-07-10
"Square Donut",55-64,male,2026-07-10,153,162,1.05882353,1.06,"7-day click or 1-day view",3,1.85185185,2026-07-10,2026-07-10
"Square Donut",55-64,female,2026-07-10,373,400,1.07238606,2.41,"7-day click or 1-day view",15,3.75,2026-07-10,2026-07-10
"Square Donut",18-24,male,2026-07-10,110,119,1.08181818,0.75,"7-day click or 1-day view",3,2.5210084,2026-07-10,2026-07-10
"Square Donut",45-54,male,2026-07-10,145,163,1.12413793,0.79,"7-day click or 1-day view",4,2.45398773,2026-07-10,2026-07-10
"Square Donut",18-24,female,2026-07-10,189,208,1.1005291,1.1,"7-day click or 1-day view",2,0.96153846,2026-07-10,2026-07-10
"Square Donut",45-54,female,2026-07-10,225,237,1.05333333,1.36,"7-day click or 1-day view",11,4.64135021,2026-07-10,2026-07-10
"Square Donut",25-34,male,2026-07-10,175,185,1.05714286,1.05,"7-day click or 1-day view",5,2.7027027,2026-07-10,2026-07-10
"Three River Health Department - Cancer",45-54,female,2026-07-10,220,272,1.23636364,2.73,"7-day click or 1-day view",10,3.67647059,2026-07-10,2026-07-10
"Great Plains State Bank",65+,unknown,2026-07-10,2,5,2.5,0.16,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Three River Health Department - Cancer",55-64,male,2026-07-10,122,170,1.39344262,1.33,"7-day click or 1-day view",3,1.76470588,2026-07-10,2026-07-10
"Mangelsens 2026",25-34,male,2026-07-10,495,648,1.30909091,4.37,"7-day click or 1-day view",7,1.08024691,2026-07-10,2026-07-10
"Godfather’s N 30th",45-54,male,2026-07-10,278,314,1.1294964,1.84,"7-day click or 1-day view",15,4.77707006,2026-07-10,2026-07-10
"Godfather’s N 30th",55-64,unknown,2026-07-10,4,4,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",35-44,unknown,2026-07-10,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",18-24,unknown,2026-07-10,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Mangelsens 2026",18-24,unknown,2026-07-10,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Mangelsens 2026",25-34,unknown,2026-07-10,5,7,1.4,0.03,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Mangelsens 2026",35-44,unknown,2026-07-10,4,4,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Mangelsens 2026",18-24,female,2026-07-10,33,36,1.09090909,0.28,"7-day click or 1-day view",2,5.55555556,2026-07-10,2026-07-10
"Mangelsens 2026",18-24,male,2026-07-10,39,56,1.43589744,0.44,"7-day click or 1-day view",1,1.78571429,2026-07-10,2026-07-10
"Mangelsens 2026",35-44,female,2026-07-10,275,340,1.23636364,1.97,"7-day click or 1-day view",13,3.82352941,2026-07-10,2026-07-10
"Mangelsens 2026",35-44,male,2026-07-10,398,511,1.2839196,3.01,"7-day click or 1-day view",9,1.76125245,2026-07-10,2026-07-10
"Mangelsens 2026",25-34,female,2026-07-10,331,417,1.25981873,2.83,"7-day click or 1-day view",10,2.39808153,2026-07-10,2026-07-10
"Godfather’s N 30th",35-44,female,2026-07-10,86,88,1.02325581,0.42,"7-day click or 1-day view",7,7.95454545,2026-07-10,2026-07-10
"No Name Nutrition",25-34,male,2026-07-10,36,43,1.19444444,0.18,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"No Name Nutrition",45-54,male,2026-07-10,181,209,1.15469613,0.7,"7-day click or 1-day view",2,0.9569378,2026-07-10,2026-07-10
"No Name Nutrition",65+,male,2026-07-10,526,594,1.12927757,1.89,"7-day click or 1-day view",12,2.02020202,2026-07-10,2026-07-10
"No Name Nutrition",65+,female,2026-07-10,828,941,1.13647343,5.98,"7-day click or 1-day view",48,5.10095643,2026-07-10,2026-07-10
"No Name Nutrition",55-64,female,2026-07-10,559,610,1.09123435,3.21,"7-day click or 1-day view",47,7.70491803,2026-07-10,2026-07-10
"No Name Nutrition",35-44,female,2026-07-10,197,207,1.05076142,0.81,"7-day click or 1-day view",20,9.66183575,2026-07-10,2026-07-10
"No Name Nutrition",45-54,female,2026-07-10,312,327,1.04807692,1.41,"7-day click or 1-day view",25,7.64525994,2026-07-10,2026-07-10
"No Name Nutrition",55-64,male,2026-07-10,342,377,1.10233918,1.35,"7-day click or 1-day view",14,3.71352785,2026-07-10,2026-07-10
"No Name Nutrition",35-44,male,2026-07-10,110,116,1.05454545,0.45,"7-day click or 1-day view",14,12.06896552,2026-07-10,2026-07-10
"No Name Nutrition",25-34,female,2026-07-10,57,65,1.14035088,0.39,"7-day click or 1-day view",3,4.61538462,2026-07-10,2026-07-10
"No Name Nutrition",18-24,female,2026-07-10,5,5,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Three River Health Department - Cancer",65+,male,2026-07-10,172,205,1.19186047,2.01,"7-day click or 1-day view",6,2.92682927,2026-07-10,2026-07-10
"Godfather’s N 30th",18-24,male,2026-07-10,32,34,1.0625,0.15,"7-day click or 1-day view",2,5.88235294,2026-07-10,2026-07-10
"No Name Nutrition",25-34,unknown,2026-07-10,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",65+,male,2026-07-10,489,575,1.17586912,3.49,"7-day click or 1-day view",33,5.73913043,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",45-54,female,2026-07-10,109,119,1.09174312,0.87,"7-day click or 1-day view",4,3.36134454,2026-07-10,2026-07-10
"Godfather’s N 30th",55-64,male,2026-07-10,500,546,1.092,3.11,"7-day click or 1-day view",19,3.47985348,2026-07-10,2026-07-10
"Three River Health Department - Cancer",35-44,unknown,2026-07-10,2,2,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Three River Health Department - Cancer",65+,unknown,2026-07-10,3,3,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",45-54,unknown,2026-07-10,2,2,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",25-34,unknown,2026-07-10,8,9,1.125,0.09,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",45-54,male,2026-07-10,196,219,1.11734694,1.63,"7-day click or 1-day view",12,5.47945205,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",35-44,male,2026-07-10,259,276,1.06563707,1.72,"7-day click or 1-day view",9,3.26086957,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",25-34,female,2026-07-10,161,173,1.07453416,0.97,"7-day click or 1-day view",6,3.46820809,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",18-24,female,2026-07-10,189,200,1.05820106,1.1,"7-day click or 1-day view",5,2.5,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",18-24,male,2026-07-10,819,881,1.07570208,5.05,"7-day click or 1-day view",13,1.47559591,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",25-34,male,2026-07-10,640,676,1.05625,3.83,"7-day click or 1-day view",15,2.21893491,2026-07-10,2026-07-10
"Three River Health Department - Cancer",45-54,male,2026-07-10,130,165,1.26923077,1.27,"7-day click or 1-day view",3,1.81818182,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",35-44,female,2026-07-10,115,123,1.06956522,0.7,"7-day click or 1-day view",3,2.43902439,2026-07-10,2026-07-10
"Godfather’s N 30th",25-34,male,2026-07-10,105,110,1.04761905,0.56,"7-day click or 1-day view",2,1.81818182,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",18-24,unknown,2026-07-10,28,34,1.21428571,0.12,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",65+,female,2026-07-10,391,430,1.09974425,3.1,"7-day click or 1-day view",23,5.34883721,2026-07-10,2026-07-10
"Godfather’s N 30th",45-54,female,2026-07-10,146,149,1.02054795,0.83,"7-day click or 1-day view",5,3.3557047,2026-07-10,2026-07-10
"Godfather’s N 30th",55-64,female,2026-07-10,271,290,1.0701107,1.87,"7-day click or 1-day view",24,8.27586207,2026-07-10,2026-07-10
"Godfather’s N 30th",35-44,male,2026-07-10,176,179,1.01704545,0.85,"7-day click or 1-day view",7,3.91061453,2026-07-10,2026-07-10
"Godfather’s N 30th",25-34,female,2026-07-10,37,37,1,0.2,"7-day click or 1-day view",1,2.7027027,2026-07-10,2026-07-10
"Godfather’s N 30th",65+,unknown,2026-07-10,6,7,1.16666667,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",45-54,unknown,2026-07-10,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",25-34,unknown,2026-07-10,3,3,1,0.02,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s N 30th",18-24,female,2026-07-10,7,7,1,0.04,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Godfather’s Pizza - Saddle Creek",35-44,unknown,2026-07-10,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-10,2026-07-10
"Today's Dental - 2026",55-64,male,2026-07-09,315,649,2.06031746,3.98,"7-day click or 1-day view",8,1.23266564,2026-07-09,2026-07-09
"Today's Dental - 2026",65+,female,2026-07-09,575,1957,3.40347826,12.37,"7-day click or 1-day view",20,1.02197241,2026-07-09,2026-07-09
"Today's Dental - 2026",45-54,male,2026-07-09,240,654,2.725,2.46,"7-day click or 1-day view",6,0.91743119,2026-07-09,2026-07-09
"Today's Dental - 2026",65+,male,2026-07-09,398,776,1.94974874,6.53,"7-day click or 1-day view",17,2.19072165,2026-07-09,2026-07-09
"Today's Dental - 2026",18-24,male,2026-07-09,174,267,1.53448276,1.82,"7-day click or 1-day view",4,1.49812734,2026-07-09,2026-07-09
"Today's Dental - 2026",35-44,female,2026-07-09,197,390,1.97969543,2.13,"7-day click or 1-day view",1,0.25641026,2026-07-09,2026-07-09
"Today's Dental - 2026",25-34,male,2026-07-09,255,352,1.38039216,2.41,"7-day click or 1-day view",4,1.13636364,2026-07-09,2026-07-09
"Today's Dental - 2026",25-34,female,2026-07-09,170,264,1.55294118,1.67,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",25-34,unknown,2026-07-09,4,4,1,0.03,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",55-64,female,2026-07-09,422,945,2.23933649,5.76,"7-day click or 1-day view",5,0.52910053,2026-07-09,2026-07-09
"Today's Dental - 2026",18-24,unknown,2026-07-09,8,15,1.875,0.12,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",55-64,unknown,2026-07-09,4,4,1,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",35-44,male,2026-07-09,238,335,1.40756303,2.07,"7-day click or 1-day view",2,0.59701493,2026-07-09,2026-07-09
"Today's Dental - 2026",45-54,female,2026-07-09,279,773,2.77060932,4,"7-day click or 1-day view",9,1.16429495,2026-07-09,2026-07-09
"Today's Dental - 2026",18-24,female,2026-07-09,153,215,1.40522876,1.62,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",65+,unknown,2026-07-09,9,13,1.44444444,0.05,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",35-44,unknown,2026-07-09,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Today's Dental - 2026",Unknown,female,2026-07-09,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",45-54,female,2026-07-09,75,78,1.04,0.34,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",55-64,male,2026-07-09,76,81,1.06578947,0.49,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",35-44,male,2026-07-09,110,111,1.00909091,0.52,"7-day click or 1-day view",1,0.9009009,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",25-34,female,2026-07-09,49,55,1.12244898,0.32,"7-day click or 1-day view",1,1.81818182,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",18-24,male,2026-07-09,186,193,1.03763441,1.21,"7-day click or 1-day view",3,1.55440415,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",65+,female,2026-07-09,299,323,1.08026756,3.49,"7-day click or 1-day view",12,3.71517028,2026-07-09,2026-07-09
"Today's Dental - 2026",55-64,unknown,2026-07-09,2,2,1,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",55-64,female,2026-07-09,89,91,1.02247191,0.78,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Controlled Comfort",65+,female,2026-07-09,493,577,1.1703854,5.12,"7-day click or 1-day view",13,2.25303293,2026-07-09,2026-07-09
"Today's Dental - 2026",45-54,unknown,2026-07-09,2,2,1,0.04,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Gorat's Steakhouse",55-64,male,2026-07-09,54,57,1.05555556,0.26,"7-day click or 1-day view",2,3.50877193,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",25-34,male,2026-07-09,141,143,1.0141844,0.84,"7-day click or 1-day view",1,0.6993007,2026-07-09,2026-07-09
"Gorat's Steakhouse",35-44,unknown,2026-07-09,4,4,1,0.03,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Gorat's Steakhouse",45-54,unknown,2026-07-09,4,4,1,0.03,"7-day click or 1-day view",1,25,2026-07-09,2026-07-09
"Gorat's Steakhouse",55-64,female,2026-07-09,25,25,1,0.12,"7-day click or 1-day view",1,4,2026-07-09,2026-07-09
"Gorat's Steakhouse",35-44,male,2026-07-09,378,393,1.03968254,2.22,"7-day click or 1-day view",20,5.08905852,2026-07-09,2026-07-09
"Gorat's Steakhouse",25-34,male,2026-07-09,353,366,1.0368272,2.22,"7-day click or 1-day view",11,3.00546448,2026-07-09,2026-07-09
"Gorat's Steakhouse",45-54,male,2026-07-09,398,420,1.05527638,2.26,"7-day click or 1-day view",28,6.66666667,2026-07-09,2026-07-09
"Gorat's Steakhouse",35-44,female,2026-07-09,197,201,1.02030457,1.43,"7-day click or 1-day view",18,8.95522388,2026-07-09,2026-07-09
"Gorat's Steakhouse",45-54,female,2026-07-09,253,270,1.06719368,1.76,"7-day click or 1-day view",14,5.18518519,2026-07-09,2026-07-09
"Gorat's Steakhouse",25-34,female,2026-07-09,179,185,1.03351955,1.25,"7-day click or 1-day view",15,8.10810811,2026-07-09,2026-07-09
"Gorat's Steakhouse",25-34,unknown,2026-07-09,3,3,1,0.02,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Controlled Comfort",55-64,unknown,2026-07-09,3,3,1,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Controlled Comfort",25-34,unknown,2026-07-09,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Controlled Comfort",35-44,unknown,2026-07-09,5,6,1.2,0.01,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Controlled Comfort",65+,unknown,2026-07-09,5,5,1,0.11,"7-day click or 1-day view",1,20,2026-07-09,2026-07-09
"Controlled Comfort",65+,male,2026-07-09,546,614,1.12454212,5.09,"7-day click or 1-day view",19,3.09446254,2026-07-09,2026-07-09
"Controlled Comfort",35-44,male,2026-07-09,534,684,1.28089888,4.72,"7-day click or 1-day view",32,4.67836257,2026-07-09,2026-07-09
"Controlled Comfort",55-64,female,2026-07-09,293,345,1.1774744,2.57,"7-day click or 1-day view",12,3.47826087,2026-07-09,2026-07-09
"Controlled Comfort",45-54,male,2026-07-09,438,533,1.21689498,3.59,"7-day click or 1-day view",17,3.18949343,2026-07-09,2026-07-09
"Controlled Comfort",45-54,female,2026-07-09,217,251,1.15668203,1.35,"7-day click or 1-day view",2,0.79681275,2026-07-09,2026-07-09
"Controlled Comfort",35-44,female,2026-07-09,180,201,1.11666667,1.18,"7-day click or 1-day view",4,1.99004975,2026-07-09,2026-07-09
"Controlled Comfort",25-34,male,2026-07-09,239,279,1.16736402,1.91,"7-day click or 1-day view",9,3.22580645,2026-07-09,2026-07-09
"Controlled Comfort",55-64,male,2026-07-09,419,487,1.16229117,3.47,"7-day click or 1-day view",11,2.2587269,2026-07-09,2026-07-09
"Controlled Comfort",25-34,female,2026-07-09,51,61,1.19607843,0.39,"7-day click or 1-day view",2,3.27868852,2026-07-09,2026-07-09
"Controlled Comfort",45-54,unknown,2026-07-09,2,2,1,0,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",65+,male,2026-07-09,185,207,1.11891892,1.96,"7-day click or 1-day view",5,2.41545894,2026-07-09,2026-07-09
Cubbys,35-44,male,2026-07-09,74,207,2.7972973,0.14,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Catholic Cemeteries 2026",18-24,female,2026-07-09,23,24,1.04347826,0.15,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Superior Honda",35-44,unknown,2026-07-09,2,2,1,0.02,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Superior Honda",55-64,male,2026-07-09,74,155,2.09459459,3.04,"7-day click or 1-day view",10,6.4516129,2026-07-09,2026-07-09
"Superior Honda",25-34,male,2026-07-09,49,98,2,1.24,"7-day click or 1-day view",4,4.08163265,2026-07-09,2026-07-09
"Superior Honda",45-54,male,2026-07-09,59,93,1.57627119,1.5,"7-day click or 1-day view",3,3.22580645,2026-07-09,2026-07-09
"Superior Honda",65+,male,2026-07-09,97,176,1.81443299,2.72,"7-day click or 1-day view",7,3.97727273,2026-07-09,2026-07-09
"Superior Honda",45-54,female,2026-07-09,49,81,1.65306122,0.8,"7-day click or 1-day view",2,2.4691358,2026-07-09,2026-07-09
"Superior Honda",65+,female,2026-07-09,190,472,2.48421053,5.17,"7-day click or 1-day view",16,3.38983051,2026-07-09,2026-07-09
"Superior Honda",25-34,female,2026-07-09,52,69,1.32692308,0.58,"7-day click or 1-day view",3,4.34782609,2026-07-09,2026-07-09
"Superior Honda",55-64,female,2026-07-09,88,186,2.11363636,2.27,"7-day click or 1-day view",6,3.22580645,2026-07-09,2026-07-09
"Superior Honda",35-44,male,2026-07-09,59,106,1.79661017,1.36,"7-day click or 1-day view",3,2.83018868,2026-07-09,2026-07-09
"Superior Honda",35-44,female,2026-07-09,54,78,1.44444444,1.11,"7-day click or 1-day view",4,5.12820513,2026-07-09,2026-07-09
"Superior Honda",18-24,male,2026-07-09,7,9,1.28571429,0.07,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
"Superior Honda",25-34,unknown,2026-07-09,1,1,1,0,"7-day click or 1-day view",0,0,2026-07-09,2026-07-09
