"Campaign name",Age,Gender,Day,Reach,Impressions,Frequency,"Amount spent (USD)","Attribution setting","Clicks (all)","CTR (all)","Reporting starts","Reporting ends"
"Godfather’s Pizza - Saddle Creek",18-24,female,2026-08-25,445,467,1.0494382,2.7915736,"7-day click or 1-day view",20,4.28265525,2026-08-25,2026-08-25
"Godfather’s N 30th",55-64,male,2026-08-25,386,405,1.0492228,2.54,"7-day click or 1-day view",23,5.67901235,2026-08-25,2026-08-25
"Godfather’s N 30th",65+,female,2026-08-25,371,407,1.09703504,3.36,"7-day click or 1-day view",36,8.84520885,2026-08-25,2026-08-25
"Godfather’s N 30th",65+,male,2026-08-25,424,461,1.08726415,3.37,"7-day click or 1-day view",14,3.03687636,2026-08-25,2026-08-25
"Godfather’s N 30th",35-44,male,2026-08-25,226,236,1.04424779,1.28,"7-day click or 1-day view",21,8.89830508,2026-08-25,2026-08-25
"Godfather’s N 30th",45-54,female,2026-08-25,183,196,1.07103825,1.59,"7-day click or 1-day view",26,13.26530612,2026-08-25,2026-08-25
"Godfather’s N 30th",55-64,unknown,2026-08-25,6,8,1.33333333,0.05,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"No Name Nutrition",18-24,male,2026-08-25,6,6,1,0.05,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"No Name Nutrition",25-34,unknown,2026-08-25,1,1,1,0.04,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"No Name Nutrition",55-64,unknown,2026-08-25,5,5,1,0.02,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"No Name Nutrition",65+,unknown,2026-08-25,11,16,1.45454545,0.1,"7-day click or 1-day view",3,18.75,2026-08-25,2026-08-25
"No Name Nutrition",35-44,unknown,2026-08-25,2,2,1,0.02,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Square Donut",18-24,unknown,2026-08-25,7,7,1,0.02,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",25-34,male,2026-08-25,413,422,1.02179177,2.88162437,"7-day click or 1-day view",19,4.50236967,2026-08-25,2026-08-25
"No Name Nutrition",55-64,male,2026-08-25,188,223,1.18617021,1.01,"7-day click or 1-day view",7,3.13901345,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",18-24,male,2026-08-25,307,328,1.06840391,1.92108291,"7-day click or 1-day view",13,3.96341463,2026-08-25,2026-08-25
"Cubby's Bennington",35-44,male,2026-08-25,228,257,1.12719298,1.87929588,"7-day click or 1-day view",5,1.94552529,2026-08-25,2026-08-25
"Cubby's Bennington",45-54,unknown,2026-08-25,1,1,1,0,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Cubby's Bennington",35-44,unknown,2026-08-25,3,3,1,0.00999625,"7-day click or 1-day view",1,33.33333333,2026-08-25,2026-08-25
"Cubby's Bennington",65+,unknown,2026-08-25,7,8,1.14285714,0.08996629,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Cubby's Bennington",25-34,female,2026-08-25,74,78,1.05405405,0.56978652,"7-day click or 1-day view",7,8.97435897,2026-08-25,2026-08-25
"Cubby's Bennington",25-34,unknown,2026-08-25,5,5,1,0.02998876,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Cubby's Bennington",18-24,male,2026-08-25,45,51,1.13333333,0.45982772,"7-day click or 1-day view",3,5.88235294,2026-08-25,2026-08-25
"Cubby's Bennington",25-34,male,2026-08-25,187,211,1.12834225,1.46944944,"7-day click or 1-day view",8,3.79146919,2026-08-25,2026-08-25
"Cubby's Bennington",45-54,female,2026-08-25,134,147,1.09701493,1.25952809,"7-day click or 1-day view",5,3.40136054,2026-08-25,2026-08-25
"Cubby's Bennington",55-64,male,2026-08-25,288,334,1.15972222,2.73897378,"7-day click or 1-day view",9,2.69461078,2026-08-25,2026-08-25
"Cubby's Bennington",65+,male,2026-08-25,481,590,1.22661123,6.28764419,"7-day click or 1-day view",22,3.72881356,2026-08-25,2026-08-25
"Cubby's Bennington",65+,female,2026-08-25,449,526,1.1714922,6.77746067,"7-day click or 1-day view",25,4.75285171,2026-08-25,2026-08-25
"Square Donut",55-64,unknown,2026-08-25,5,5,1,0.04,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Cubby's Bennington",55-64,female,2026-08-25,190,214,1.12631579,2.1391985,"7-day click or 1-day view",9,4.20560748,2026-08-25,2026-08-25
"Cubby's Bennington",18-24,female,2026-08-25,14,15,1.07142857,0.1099588,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Cubby's Bennington",35-44,female,2026-08-25,107,117,1.09345794,0.90965918,"7-day click or 1-day view",3,2.56410256,2026-08-25,2026-08-25
"Cubby's Bennington",55-64,unknown,2026-08-25,5,5,1,0.06997378,"7-day click or 1-day view",1,20,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",35-44,unknown,2026-08-25,9,12,1.33333333,0.12006768,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",25-34,unknown,2026-08-25,4,4,1,0.08004512,"7-day click or 1-day view",0,0,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",35-44,female,2026-08-25,255,270,1.05882353,2.22125212,"7-day click or 1-day view",16,5.92592593,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",45-54,male,2026-08-25,143,155,1.08391608,0.95053582,"7-day click or 1-day view",7,4.51612903,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",35-44,male,2026-08-25,197,208,1.05583756,1.33075014,"7-day click or 1-day view",6,2.88461538,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",25-34,female,2026-08-25,400,418,1.045,3.06172589,"7-day click or 1-day view",18,4.3062201,2026-08-25,2026-08-25
"Godfather’s Pizza - Saddle Creek",45-54,female,2026-08-25,257,274,1.06614786,2.32130852,"7-day click or 1-day view",19,6.93430657,2026-08-25,2026-08-25
"Cubby's Bennington",45-54,male,2026-08-25,244,277,1.1352459,1.88929213,"7-day click or 1-day view",16,5.77617329,2026-08-25,2026-08-25
"Today's Dental - 2026",45-54,female,2026-08-24,254,293,1.15354331,3.66,"7-day click or 1-day view",8,2.73037543,2026-08-24,2026-08-24
"Today's Dental - 2026",45-54,unknown,2026-08-24,2,3,1.5,0.06,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Today's Dental - 2026",65+,male,2026-08-24,278,406,1.46043165,5.05,"7-day click or 1-day view",8,1.97044335,2026-08-24,2026-08-24
"Today's Dental - 2026",35-44,female,2026-08-24,223,249,1.11659193,2.52,"7-day click or 1-day view",9,3.61445783,2026-08-24,2026-08-24
"Today's Dental - 2026",25-34,male,2026-08-24,201,244,1.21393035,1.83,"7-day click or 1-day view",2,0.81967213,2026-08-24,2026-08-24
"Today's Dental - 2026",55-64,female,2026-08-24,349,447,1.28080229,6.22,"7-day click or 1-day view",11,2.46085011,2026-08-24,2026-08-24
"Today's Dental - 2026",25-34,female,2026-08-24,161,189,1.17391304,1.84,"7-day click or 1-day view",2,1.05820106,2026-08-24,2026-08-24
"Today's Dental - 2026",45-54,male,2026-08-24,198,252,1.27272727,2.3,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Today's Dental - 2026",65+,female,2026-08-24,463,622,1.34341253,11.45,"7-day click or 1-day view",27,4.34083601,2026-08-24,2026-08-24
"Today's Dental - 2026",35-44,male,2026-08-24,198,220,1.11111111,1.87,"7-day click or 1-day view",6,2.72727273,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",18-24,female,2026-08-24,7,7,1,0.04,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",35-44,unknown,2026-08-24,1,1,1,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",25-34,female,2026-08-24,66,66,1,0.34,"7-day click or 1-day view",3,4.54545455,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",65+,female,2026-08-24,285,305,1.07017544,3.5,"7-day click or 1-day view",17,5.57377049,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",45-54,female,2026-08-24,91,93,1.02197802,0.58,"7-day click or 1-day view",2,2.15053763,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",65+,male,2026-08-24,123,126,1.02439024,1.16,"7-day click or 1-day view",5,3.96825397,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",55-64,male,2026-08-24,100,106,1.06,0.63,"7-day click or 1-day view",3,2.83018868,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",25-34,male,2026-08-24,132,138,1.04545455,0.96,"7-day click or 1-day view",5,3.62318841,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",55-64,female,2026-08-24,129,133,1.03100775,1.26,"7-day click or 1-day view",2,1.5037594,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",35-44,female,2026-08-24,120,121,1.00833333,0.72,"7-day click or 1-day view",2,1.65289256,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",35-44,male,2026-08-24,142,146,1.02816901,0.78,"7-day click or 1-day view",2,1.36986301,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",45-54,male,2026-08-24,100,101,1.01,0.57,"7-day click or 1-day view",2,1.98019802,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",45-54,unknown,2026-08-24,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",18-24,male,2026-08-24,61,63,1.03278689,0.39,"7-day click or 1-day view",1,1.58730159,2026-08-24,2026-08-24
"Today's Dental - 2026",55-64,male,2026-08-24,256,364,1.421875,3.72,"7-day click or 1-day view",6,1.64835165,2026-08-24,2026-08-24
"Today's Dental - 2026",18-24,male,2026-08-24,116,150,1.29310345,0.94,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Controlled Comfort",35-44,male,2026-08-24,116,173,1.49137931,2.94,"7-day click or 1-day view",11,6.3583815,2026-08-24,2026-08-24
"Today's Dental - 2026",18-24,female,2026-08-24,87,109,1.25287356,0.96,"7-day click or 1-day view",1,0.91743119,2026-08-24,2026-08-24
"Controlled Comfort",25-34,male,2026-08-24,63,66,1.04761905,1.25,"7-day click or 1-day view",4,6.06060606,2026-08-24,2026-08-24
"No Name Nutrition",55-64,male,2026-08-24,176,190,1.07954545,0.8,"7-day click or 1-day view",5,2.63157895,2026-08-24,2026-08-24
"No Name Nutrition",25-34,male,2026-08-24,35,37,1.05714286,0.24,"7-day click or 1-day view",2,5.40540541,2026-08-24,2026-08-24
"No Name Nutrition",45-54,female,2026-08-24,259,277,1.06949807,2.48,"7-day click or 1-day view",20,7.22021661,2026-08-24,2026-08-24
"No Name Nutrition",18-24,male,2026-08-24,12,12,1,0.1,"7-day click or 1-day view",2,16.66666667,2026-08-24,2026-08-24
"No Name Nutrition",65+,male,2026-08-24,250,288,1.152,1.9,"7-day click or 1-day view",11,3.81944444,2026-08-24,2026-08-24
"No Name Nutrition",35-44,male,2026-08-24,87,91,1.04597701,0.42,"7-day click or 1-day view",3,3.2967033,2026-08-24,2026-08-24
"No Name Nutrition",55-64,unknown,2026-08-24,5,5,1,0.1,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"No Name Nutrition",65+,unknown,2026-08-24,7,8,1.14285714,0.07,"7-day click or 1-day view",1,12.5,2026-08-24,2026-08-24
"Controlled Comfort",45-54,unknown,2026-08-24,1,1,1,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Controlled Comfort",65+,unknown,2026-08-24,7,13,1.85714286,0.14,"7-day click or 1-day view",1,7.69230769,2026-08-24,2026-08-24
"Controlled Comfort",45-54,female,2026-08-24,67,98,1.46268657,0.94,"7-day click or 1-day view",3,3.06122449,2026-08-24,2026-08-24
"Controlled Comfort",55-64,male,2026-08-24,160,196,1.225,2.23,"7-day click or 1-day view",3,1.53061224,2026-08-24,2026-08-24
"Today's Dental - 2026",65+,unknown,2026-08-24,7,8,1.14285714,0.12,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",25-34,unknown,2026-08-24,2,2,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Controlled Comfort",55-64,female,2026-08-24,124,195,1.57258065,3.64,"7-day click or 1-day view",16,8.20512821,2026-08-24,2026-08-24
"Controlled Comfort",45-54,male,2026-08-24,112,179,1.59821429,4.79,"7-day click or 1-day view",12,6.70391061,2026-08-24,2026-08-24
"Controlled Comfort",65+,female,2026-08-24,413,590,1.42857143,11.25,"7-day click or 1-day view",30,5.08474576,2026-08-24,2026-08-24
"Controlled Comfort",65+,male,2026-08-24,337,424,1.25816024,6.22,"7-day click or 1-day view",17,4.00943396,2026-08-24,2026-08-24
"Controlled Comfort",35-44,female,2026-08-24,60,67,1.11666667,1.2,"7-day click or 1-day view",2,2.98507463,2026-08-24,2026-08-24
"Controlled Comfort",25-34,female,2026-08-24,28,33,1.17857143,0.61,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Controlled Comfort",55-64,unknown,2026-08-24,1,1,1,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Controlled Comfort",35-44,unknown,2026-08-24,2,2,1,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Today's Dental - 2026",35-44,unknown,2026-08-24,3,3,1,0.04,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Today's Dental - 2026",18-24,unknown,2026-08-24,3,5,1.66666667,0.08,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Today's Dental - 2026",25-34,unknown,2026-08-24,4,4,1,0.05,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",65+,unknown,2026-08-24,6,6,1,0.07,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"No Name Nutrition",45-54,male,2026-08-24,122,132,1.08196721,0.65,"7-day click or 1-day view",2,1.51515152,2026-08-24,2026-08-24
"Catholic Cemeteries 2026",55-64,unknown,2026-08-24,2,2,1,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",25-34,unknown,2026-08-24,2,5,2.5,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",45-54,female,2026-08-24,43,62,1.44186047,0.51,"7-day click or 1-day view",2,3.22580645,2026-08-24,2026-08-24
"Superior Honda",45-54,male,2026-08-24,64,92,1.4375,1.01,"7-day click or 1-day view",3,3.26086957,2026-08-24,2026-08-24
"Superior Honda",55-64,female,2026-08-24,86,135,1.56976744,1.41,"7-day click or 1-day view",3,2.22222222,2026-08-24,2026-08-24
"Superior Honda",55-64,male,2026-08-24,70,101,1.44285714,1.95,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",65+,female,2026-08-24,220,436,1.98181818,8.36,"7-day click or 1-day view",33,7.56880734,2026-08-24,2026-08-24
"Superior Honda",65+,male,2026-08-24,98,157,1.60204082,2.27,"7-day click or 1-day view",9,5.73248408,2026-08-24,2026-08-24
"Superior Honda",25-34,female,2026-08-24,38,64,1.68421053,0.41,"7-day click or 1-day view",4,6.25,2026-08-24,2026-08-24
"Superior Honda",25-34,male,2026-08-24,70,98,1.4,0.85,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",65+,unknown,2026-08-24,2,5,2.5,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",35-44,male,2026-08-24,92,132,1.43478261,1.17,"7-day click or 1-day view",1,0.75757576,2026-08-24,2026-08-24
"Superior Honda",35-44,female,2026-08-24,42,52,1.23809524,0.33,"7-day click or 1-day view",2,3.84615385,2026-08-24,2026-08-24
"Superior Honda",18-24,female,2026-08-24,5,5,1,0.04,"7-day click or 1-day view",1,20,2026-08-24,2026-08-24
"Superior Honda",55-64,unknown,2026-08-24,1,2,2,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Superior Honda",18-24,male,2026-08-24,12,18,1.5,0.13,"7-day click or 1-day view",2,11.11111111,2026-08-24,2026-08-24
"Boomer - Traffic",35-44,unknown,2026-08-24,1,1,1,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Boomer - Traffic",65+,unknown,2026-08-24,8,32,4,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Boomer - Traffic",35-44,female,2026-08-24,18,41,2.27777778,0.12,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Boomer - Traffic",35-44,male,2026-08-24,11,18,1.63636364,0.05,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Boomer - Traffic",45-54,male,2026-08-24,37,78,2.10810811,0.26,"7-day click or 1-day view",1,1.28205128,2026-08-24,2026-08-24
"Boomer - Traffic",65+,male,2026-08-24,322,557,1.72981366,2.43,"7-day click or 1-day view",11,1.97486535,2026-08-24,2026-08-24
"Boomer - Traffic",45-54,female,2026-08-24,35,47,1.34285714,0.46,"7-day click or 1-day view",2,4.25531915,2026-08-24,2026-08-24
"Boomer - Traffic",65+,female,2026-08-24,668,1305,1.95359281,5.36,"7-day click or 1-day view",23,1.76245211,2026-08-24,2026-08-24
"Boomer - Traffic",55-64,female,2026-08-24,122,178,1.45901639,0.87,"7-day click or 1-day view",2,1.12359551,2026-08-24,2026-08-24
"Boomer - Traffic",55-64,male,2026-08-24,100,187,1.87,0.62,"7-day click or 1-day view",8,4.27807487,2026-08-24,2026-08-24
"Superior Honda",45-54,unknown,2026-08-24,3,3,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,45-54,unknown,2026-08-24,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Jill of all Trades",35-44,unknown,2026-08-24,3,3,1,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,65+,unknown,2026-08-24,10,26,2.6,0.02,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Jill of all Trades",35-44,male,2026-08-24,249,312,1.25301205,2,"7-day click or 1-day view",8,2.56410256,2026-08-24,2026-08-24
"Jill of all Trades",45-54,female,2026-08-24,210,277,1.31904762,1.74,"7-day click or 1-day view",6,2.16606498,2026-08-24,2026-08-24
"Jill of all Trades",65+,female,2026-08-24,450,526,1.16888889,8.34,"7-day click or 1-day view",10,1.90114068,2026-08-24,2026-08-24
"Jill of all Trades",45-54,male,2026-08-24,244,300,1.2295082,1.91,"7-day click or 1-day view",1,0.33333333,2026-08-24,2026-08-24
"Jill of all Trades",35-44,female,2026-08-24,157,217,1.38216561,1.54,"7-day click or 1-day view",2,0.92165899,2026-08-24,2026-08-24
"Jill of all Trades",55-64,female,2026-08-24,160,197,1.23125,1.67,"7-day click or 1-day view",1,0.50761421,2026-08-24,2026-08-24
"Jill of all Trades",65+,male,2026-08-24,262,349,1.33206107,3.88,"7-day click or 1-day view",3,0.85959885,2026-08-24,2026-08-24
"Jill of all Trades",55-64,male,2026-08-24,184,235,1.27717391,2.1,"7-day click or 1-day view",1,0.42553191,2026-08-24,2026-08-24
"Jill of all Trades",45-54,unknown,2026-08-24,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Jill of all Trades",65+,unknown,2026-08-24,7,8,1.14285714,0.11,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,55-64,unknown,2026-08-24,1,2,2,0,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,18-24,female,2026-08-24,31,58,1.87096774,0.03,"7-day click or 1-day view",1,1.72413793,2026-08-24,2026-08-24
Cubbys,35-44,unknown,2026-08-24,2,3,1.5,0.03,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,25-34,unknown,2026-08-24,3,4,1.33333333,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
Cubbys,18-24,male,2026-08-24,27,34,1.25925926,0.03,"7-day click or 1-day view",1,2.94117647,2026-08-24,2026-08-24
Cubbys,55-64,male,2026-08-24,173,223,1.28901734,0.87,"7-day click or 1-day view",8,3.58744395,2026-08-24,2026-08-24
Cubbys,25-34,male,2026-08-24,106,147,1.38679245,0.33,"7-day click or 1-day view",4,2.72108844,2026-08-24,2026-08-24
Cubbys,45-54,male,2026-08-24,136,167,1.22794118,0.6,"7-day click or 1-day view",5,2.99401198,2026-08-24,2026-08-24
Cubbys,65+,female,2026-08-24,744,1674,2.25,1.76,"7-day click or 1-day view",33,1.97132616,2026-08-24,2026-08-24
Cubbys,65+,male,2026-08-24,286,454,1.58741259,1.35,"7-day click or 1-day view",14,3.08370044,2026-08-24,2026-08-24
Cubbys,35-44,male,2026-08-24,144,168,1.16666667,0.62,"7-day click or 1-day view",2,1.19047619,2026-08-24,2026-08-24
Cubbys,25-34,female,2026-08-24,84,124,1.47619048,0.15,"7-day click or 1-day view",2,1.61290323,2026-08-24,2026-08-24
Cubbys,45-54,female,2026-08-24,142,245,1.72535211,0.36,"7-day click or 1-day view",4,1.63265306,2026-08-24,2026-08-24
Cubbys,35-44,female,2026-08-24,117,189,1.61538462,0.23,"7-day click or 1-day view",2,1.05820106,2026-08-24,2026-08-24
Cubbys,55-64,female,2026-08-24,223,406,1.8206278,0.77,"7-day click or 1-day view",7,1.72413793,2026-08-24,2026-08-24
"No Name Nutrition",25-34,female,2026-08-24,80,82,1.025,0.65,"7-day click or 1-day view",3,3.65853659,2026-08-24,2026-08-24
"No Name Nutrition",65+,female,2026-08-24,547,597,1.09140768,6.76,"7-day click or 1-day view",48,8.04020101,2026-08-24,2026-08-24
"No Name Nutrition",55-64,female,2026-08-24,353,380,1.07648725,3.72,"7-day click or 1-day view",31,8.15789474,2026-08-24,2026-08-24
"Great Plains State Bank",45-54,male,2026-08-24,26,43,1.65384615,0.55,"7-day click or 1-day view",2,4.65116279,2026-08-24,2026-08-24
"Great Plains State Bank",25-34,female,2026-08-24,16,23,1.4375,0.4,"7-day click or 1-day view",3,13.04347826,2026-08-24,2026-08-24
"Great Plains State Bank",18-24,unknown,2026-08-24,1,1,1,0.01,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Great Plains State Bank",18-24,male,2026-08-24,40,65,1.625,0.47,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Great Plains State Bank",45-54,female,2026-08-24,28,55,1.96428571,0.97,"7-day click or 1-day view",0,0,2026-08-24,2026-08-24
"Great Plains State Bank",35-44,female,2026-08-24,24,46,1.91666667,0.57,"7-day click or 1-day view",4,8.69565217,2026-08-24,2026-08-24
"Great Plains State Bank",55-64,female,2026-08-24,40,85,2.125,0.93,"7-day click or 1-day view",1,1.17647059,2026-08-24,2026-08-24
"Great Plains State Bank",35-44,male,2026-08-24,40,77,1.925,0.83,"7-day click or 1-day view",3,3.8961039,2026-08-24,2026-08-24
"Great Plains State Bank",65+,female,2026-08-24,94,188,2,4.4,"7-day click or 1-day view",6,3.19148936,2026-08-24,2026-08-24
